jd_id,skill,level,value,oatt,high,skill_name,level_name
1013,24,13,48.94612,0.33333334,1,communication,strong
1013,42,4,62.011673,0.33333334,1,excel,experience
1013,128,13,76.20298,0.33333334,1,writing,strong
1508,5,4,60.019756,0.125,0,dataanalysis,experience
1508,16,4,45.47674,0.125,0,businessintelligence,experience
1508,24,7,32.81129,0.125,0,communication,goodat
1508,98,4,56.687885,0.125,0,python,experience
1508,101,4,50.85545,0.125,0,r,experience
1508,108,4,56.520386,0.125,0,sas,experience
1508,126,4,104.891846,0.125,0,tableau,experience
1508,128,7,116.77754,0.125,0,writing,goodat
852,4,11,83.346054,0.125,1,analytics,skill
852,24,11,49.033913,0.125,1,communication,skill
852,32,11,47.043613,0.125,1,datamanagement,skill
852,87,8,63.11197,0.125,1,portfolio,know
852,95,8,40.5877,0.125,1,projectmanagement,know
852,105,8,123.92474,0.125,1,resourcemanagement,know
852,113,8,73.645195,0.125,1,servicedeliverymanagement,know
852,128,11,116.80763,0.125,1,writing,skill
673,5,4,61.074852,0.16666667,0,dataanalysis,experience
673,16,4,79.66496,0.16666667,0,businessintelligence,experience
673,31,9,68.01598,0.16666667,0,databases,proficient
673,63,2,69.631485,0.16666667,0,interpersonal,excellent
673,75,8,78.23273,0.16666667,0,sql,know
673,100,13,87.69199,0.16666667,0,quantitativeresearch,strong
616,5,4,82.06773,0.33333334,0,dataanalysis,experience
616,42,12,69.49029,0.33333334,0,excel,specialist
616,64,13,57.670242,0.33333334,0,interpretation,strong
661,16,4,74.27176,0.16666667,1,businessintelligence,experience
661,31,9,71.29064,0.16666667,1,databases,proficient
661,63,2,75.82664,0.16666667,1,interpersonal,excellent
661,75,8,78.59406,0.16666667,1,sql,know
661,86,13,89.07754,0.16666667,1,planning,strong
661,100,13,166.55562,0.16666667,1,quantitativeresearch,strong
500,31,4,58.005573,0.5,1,databases,experience
500,127,2,73.39571,0.5,1,teamwork,excellent
623,34,8,64.99321,0.2,1,visualization,know
623,63,13,60.879936,0.2,1,interpersonal,strong
623,75,13,64.350914,0.2,1,sql,strong
623,77,8,79.99173,0.2,1,nonrelationaldatabases,know
623,98,13,73.6815,0.2,1,python,strong
1485,4,4,73.43385,0.2,1,analytics,experience
1485,17,4,67.28915,0.2,1,business,experience
1485,46,4,95.054245,0.2,1,forecasting,experience
1485,70,4,41.63823,0.2,1,marketing,experience
1485,94,4,57.028553,0.2,1,productmanagement,experience
1508,5,4,63.18391,0.125,1,dataanalysis,experience
1508,16,4,45.259155,0.125,1,businessintelligence,experience
1508,24,7,35.681015,0.125,1,communication,goodat
1508,98,4,57.921032,0.125,1,python,experience
1508,101,4,51.856895,0.125,1,r,experience
1508,108,4,117.55256,0.125,1,sas,experience
1508,126,4,93.40111,0.125,1,tableau,experience
1508,128,7,113.9427,0.125,1,writing,goodat
1559,5,4,61.528984,0.33333334,0,dataanalysis,experience
1559,42,12,59.510925,0.33333334,0,excel,specialist
1559,86,13,59.484188,0.33333334,0,planning,strong
1237,63,13,48.15646,0.2,1,interpersonal,strong
1237,75,13,51.479263,0.2,1,sql,strong
1237,77,8,66.12572,0.2,1,nonrelationaldatabases,know
1237,98,13,64.73064,0.2,1,python,strong
1237,101,4,67.30204,0.2,1,r,experience
1485,4,4,55.052097,0.2,0,analytics,experience
1485,17,4,60.309185,0.2,0,business,experience
1485,46,4,88.966805,0.2,0,forecasting,experience
1485,70,4,34.012733,0.2,0,marketing,experience
1485,94,4,50.10233,0.2,0,productmanagement,experience
1405,5,4,66.245674,0.16666667,1,dataanalysis,experience
1405,16,13,57.074295,0.16666667,1,businessintelligence,strong
1405,30,4,54.773994,0.16666667,1,customerservice,experience
1405,31,9,53.681763,0.16666667,1,databases,proficient
1405,34,8,63.889984,0.16666667,1,visualization,know
1405,104,14,128.93793,0.16666667,1,research,understand
394,22,8,67.108185,0.25,1,cognos,know
394,24,2,66.18623,0.25,1,communication,excellent
394,42,12,84.735344,0.25,1,excel,specialist
394,91,8,45.93205,0.25,1,procura,know
719,5,4,87.579384,0.25,1,dataanalysis,experience
719,86,13,73.23188,0.25,1,planning,strong
719,90,13,58.691425,0.25,1,problemsolving,strong
719,98,9,69.450424,0.25,1,python,proficient
1437,4,13,52.482494,0.33333334,0,analytics,strong
1437,82,13,71.20871,0.33333334,0,organizational,strong
1437,86,13,61.859478,0.33333334,0,planning,strong
174,16,13,62.628895,0.2,1,businessintelligence,strong
174,30,4,57.595966,0.2,1,customerservice,experience
174,31,9,59.906517,0.2,1,databases,proficient
174,86,13,74.49571,0.2,1,planning,strong
174,104,14,77.48915,0.2,1,research,understand
799,63,2,63.12438,0.5,1,interpersonal,excellent
799,67,13,81.89286,0.5,1,leadership,strong
1884,5,4,68.45675,0.16666667,0,dataanalysis,experience
1884,16,4,80.047295,0.16666667,0,businessintelligence,experience
1884,31,9,70.666695,0.16666667,0,databases,proficient
1884,75,8,79.12931,0.16666667,0,sql,know
1884,98,9,83.720634,0.16666667,0,python,proficient
1884,100,13,90.71889,0.16666667,0,quantitativeresearch,strong
1912,16,4,77.5407,0.2,1,businessintelligence,experience
1912,32,8,70.04349,0.2,1,datamanagement,know
1912,98,4,87.72152,0.2,1,python,experience
1912,101,4,61.22922,0.2,1,r,experience
1912,122,8,88.65166,0.2,1,statistics,know
196,24,2,50.123993,0.125,0,communication,excellent
196,32,7,48.824615,0.125,0,datamanagement,goodat
196,38,8,70.69569,0.125,0,digital,know
196,63,2,58.058895,0.125,0,interpersonal,excellent
196,88,2,83.44244,0.125,0,presentation,excellent
196,98,4,72.46343,0.125,0,python,experience
196,108,4,111.47781,0.125,0,sas,experience
196,122,7,126.298355,0.125,0,statistics,goodat
356,5,4,66.70241,0.33333334,1,dataanalysis,experience
356,5,4,66.70241,0.33333334,1,dataanalysis,experience
356,98,9,67.15338,0.33333334,1,python,proficient
1011,42,4,64.8135,0.2,0,excel,experience
1011,63,13,52.692284,0.2,0,interpersonal,strong
1011,75,13,56.551834,0.2,0,sql,strong
1011,77,8,71.43861,0.2,0,nonrelationaldatabases,know
1011,98,13,69.489365,0.2,0,python,strong
1973,16,4,85.24014,0.2,1,businessintelligence,experience
1973,31,9,80.58285,0.2,1,databases,proficient
1973,75,8,88.25415,0.2,1,sql,know
1973,90,13,81.4372,0.2,1,problemsolving,strong
1973,100,13,103.6096,0.2,1,quantitativeresearch,strong
1113,4,2,72.6531,0.16666667,1,analytics,excellent
1113,24,13,64.17878,0.16666667,1,communication,strong
1113,32,6,60.966885,0.16666667,1,datamanagement,familiar
1113,75,4,69.69312,0.16666667,1,sql,experience
1113,81,14,89.57699,0.16666667,1,oracle,understand
1113,98,4,137.48868,0.16666667,1,python,experience
213,4,4,66.979324,0.074973404,0,analytics,experience
213,16,8,78.0582,0.07497341,0,businessintelligence,know
213,35,4,0.0,0.11879661,0,datawarehouse,experience
213,62,4,16.277975,0.11879653,0,insurance,experience
213,75,4,79.70961,0.07497341,0,sql,experience
213,88,13,100.24924,0.07497341,0,presentation,strong
213,98,8,162.87924,0.07497341,0,python,know
213,99,4,16.277975,0.11879661,0,qualitativeanalysis,experience
213,99,13,100.24924,0.11879661,0,qualitativeanalysis,strong
213,126,8,82.14688,0.07497341,0,tableau,know
213,131,8,123.15208,0.07497321,0,vba,know
1139,63,13,65.98152,0.2,1,interpersonal,strong
1139,75,13,69.234024,0.2,1,sql,strong
1139,77,8,86.04412,0.2,1,nonrelationaldatabases,know
1139,86,13,78.15328,0.2,1,planning,strong
1139,98,13,76.66719,0.2,1,python,strong
336,5,4,77.76124,0.5,1,dataanalysis,experience
336,34,8,72.83427,0.5,1,visualization,know
1835,5,4,76.356,0.33333334,1,dataanalysis,experience
1835,24,13,67.5202,0.33333334,1,communication,strong
1835,128,13,91.718605,0.33333334,1,writing,strong
947,34,2,68.516495,0.11111111,1,visualization,excellent
947,45,6,64.222946,0.11111111,1,finance,familiar
947,71,4,27.450148,0.11111111,1,matlab,experience
947,75,2,64.2056,0.11111111,1,sql,excellent
947,98,4,71.7598,0.11111111,1,python,experience
947,101,4,115.65473,0.11111111,1,r,experience
947,121,4,89.21461,0.11111111,1,stata,experience
947,122,14,141.58496,0.11111111,1,statistics,understand
947,126,4,129.03325,0.11111111,1,tableau,experience
899,5,4,80.57072,0.2,0,dataanalysis,experience
899,63,13,49.191517,0.2,0,interpersonal,strong
899,75,13,52.03871,0.2,0,sql,strong
899,77,8,67.23309,0.2,0,nonrelationaldatabases,know
899,98,13,73.47697,0.2,0,python,strong
663,5,4,76.24698,0.5,0,dataanalysis,experience
663,31,4,65.76052,0.5,0,databases,experience
1718,5,4,79.899765,0.2,1,dataanalysis,experience
1718,42,4,79.7958,0.2,1,excel,experience
1718,86,13,81.80172,0.2,1,planning,strong
1718,103,14,81.624374,0.2,1,reimbursementaccessenvironment,understand
1718,126,4,79.28348,0.2,1,tableau,experience
371,5,4,60.349846,0.2,0,dataanalysis,experience
371,63,13,56.396942,0.2,0,interpersonal,strong
371,75,13,62.08261,0.2,0,sql,strong
371,77,8,75.59612,0.2,0,nonrelationaldatabases,know
371,98,13,65.33905,0.2,0,python,strong
387,5,4,72.264244,0.16666667,1,dataanalysis,experience
387,63,13,54.649235,0.16666667,1,interpersonal,strong
387,75,13,56.981796,0.16666667,1,sql,strong
387,77,8,70.17095,0.16666667,1,nonrelationaldatabases,know
387,98,9,62.506638,0.16666667,1,python,proficient
387,98,13,125.811584,0.16666667,1,python,strong
602,42,12,58.47948,0.33333334,0,excel,specialist
602,63,2,44.550507,0.33333334,0,interpersonal,excellent
602,127,2,67.532524,0.33333334,0,teamwork,excellent
1858,5,4,91.00114,0.16666667,1,dataanalysis,experience
1858,16,4,68.410286,0.16666667,1,businessintelligence,experience
1858,31,9,66.88686,0.16666667,1,databases,proficient
1858,64,13,70.64792,0.16666667,1,interpretation,strong
1858,75,8,73.184425,0.16666667,1,sql,know
1858,100,13,173.18582,0.16666667,1,quantitativeresearch,strong
1427,4,4,77.814064,0.1164888,0,analytics,experience
1427,24,13,61.50073,0.1164888,0,communication,strong
1427,75,7,73.09839,0.1164888,0,sql,goodat
1427,95,4,53.02769,0.116488785,0,projectmanagement,experience
1427,96,4,0.0,0.18457842,0,projectplanning,experience
1427,98,7,77.689255,0.1164888,0,python,goodat
1427,128,4,150.50282,0.1164888,0,writing,experience
1427,128,13,142.02979,0.1164888,0,writing,strong
1382,32,6,40.596725,0.33333334,0,datamanagement,familiar
1382,42,12,59.253887,0.33333334,0,excel,specialist
1382,86,13,58.701035,0.33333334,0,planning,strong
1179,16,4,53.381645,0.16666667,0,businessintelligence,experience
1179,24,13,34.81857,0.16666667,0,communication,strong
1179,31,9,61.28879,0.16666667,0,databases,proficient
1179,75,8,53.49294,0.16666667,0,sql,know
1179,100,13,64.19697,0.16666667,0,quantitativeresearch,strong
1179,128,13,58.969997,0.16666667,0,writing,strong
829,3,4,97.31356,0.2,1,amazon,experience
829,12,4,84.62562,0.2,1,aws,experience
829,25,4,134.85529,0.2,1,consulting,experience
829,52,4,22.45092,0.2,1,googledatastudio,experience
829,75,4,63.965702,0.2,1,sql,experience
1615,34,8,67.07522,0.16666667,0,visualization,know
1615,63,13,57.425232,0.16666667,0,interpersonal,strong
1615,75,13,66.09267,0.16666667,0,sql,strong
1615,77,8,81.10111,0.16666667,0,nonrelationaldatabases,know
1615,98,13,67.50332,0.16666667,0,python,strong
1615,101,4,33.264217,0.16666667,0,r,experience
1203,24,13,56.401855,0.2,1,communication,strong
1203,31,4,56.136097,0.2,1,databases,experience
1203,63,13,61.980724,0.2,1,interpersonal,strong
1203,75,4,62.993023,0.2,1,sql,experience
1203,128,4,83.25492,0.2,1,writing,experience
331,32,6,60.20377,0.33333334,1,datamanagement,familiar
331,42,12,74.16581,0.33333334,1,excel,specialist
331,127,2,76.59345,0.33333334,1,teamwork,excellent
1056,5,4,84.89493,0.33333334,1,dataanalysis,experience
1056,82,2,83.64051,0.33333334,1,organizational,excellent
1056,127,2,71.579285,0.33333334,1,teamwork,excellent
382,16,4,58.771732,0.16666667,1,businessintelligence,experience
382,31,9,54.544506,0.16666667,1,databases,proficient
382,34,8,66.80382,0.16666667,1,visualization,know
382,67,13,76.010345,0.16666667,1,leadership,strong
382,75,8,61.196228,0.16666667,1,sql,know
382,100,13,135.52646,0.16666667,1,quantitativeresearch,strong
1252,86,13,86.264305,0.5,1,planning,strong
1252,98,9,85.79774,0.5,1,python,proficient
1771,4,13,68.17329,0.5,1,analytics,strong
1771,67,13,82.999275,0.5,1,leadership,strong
272,5,4,68.88498,0.125,1,dataanalysis,experience
272,32,13,51.830627,0.125,1,datamanagement,strong
272,32,13,51.830627,0.125,1,datamanagement,strong
272,32,13,51.830627,0.125,1,datamanagement,strong
272,42,4,75.1742,0.125,1,excel,experience
272,98,9,136.99019,0.125,1,python,proficient
272,101,9,104.09495,0.125,1,r,proficient
272,126,4,148.90271,0.125,1,tableau,experience
1755,5,4,87.86654,0.33333334,1,dataanalysis,experience
1755,5,4,87.86654,0.33333334,1,dataanalysis,experience
1755,34,8,67.24867,0.33333334,1,visualization,know
1010,5,4,84.41995,0.5,1,dataanalysis,experience
1010,127,2,72.7028,0.5,1,teamwork,excellent
1905,5,4,68.7328,0.33333334,1,dataanalysis,experience
1905,42,4,87.8805,0.33333334,1,excel,experience
1905,42,12,87.8805,0.33333334,1,excel,specialist
1280,4,13,81.961426,0.2,1,analytics,strong
1280,42,4,77.706154,0.2,1,excel,experience
1280,86,13,76.93399,0.2,1,planning,strong
1280,103,14,78.872345,0.2,1,reimbursementaccessenvironment,understand
1280,126,4,76.76081,0.2,1,tableau,experience
971,42,12,66.99724,0.33333334,1,excel,specialist
971,86,13,69.15094,0.33333334,1,planning,strong
971,98,9,65.99191,0.33333334,1,python,proficient
1388,5,4,100.36607,0.33333334,1,dataanalysis,experience
1388,34,8,91.25285,0.33333334,1,visualization,know
1388,42,12,92.37571,0.33333334,1,excel,specialist
1494,24,13,42.003853,0.19999997,0,communication,strong
1494,31,4,47.555393,0.2,0,databases,experience
1494,63,13,48.883644,0.2,0,interpersonal,strong
1494,75,4,52.80396,0.2,0,sql,experience
1494,128,4,68.22259,0.2,0,writing,experience
916,90,13,59.858093,0.5,0,problemsolving,strong
916,127,2,73.52415,0.5,0,teamwork,excellent
34,4,4,69.31679,0.10592545,1,analytics,experience
34,24,2,54.362705,0.10592545,1,communication,excellent
34,42,4,75.210106,0.10592545,1,excel,experience
34,75,4,67.718155,0.10592545,1,sql,experience
34,82,2,88.28343,0.10592545,1,organizational,excellent
34,86,4,137.95163,0.10592545,1,planning,experience
34,95,4,110.96532,0.10592545,1,projectmanagement,experience
34,128,2,175.24321,0.10592545,1,writing,excellent
34,137,4,37.422165,0.15259641,1,word,experience
747,63,2,66.37287,0.5,0,interpersonal,excellent
747,90,13,62.604206,0.5,0,problemsolving,strong
463,16,4,56.37573,0.2,0,businessintelligence,experience
463,31,9,51.30615,0.2,0,databases,proficient
463,63,2,52.927334,0.2,0,interpersonal,excellent
463,75,8,56.997143,0.2,0,sql,know
463,100,13,67.32717,0.2,0,quantitativeresearch,strong
845,5,4,57.348537,0.19999984,0,dataanalysis,experience
845,63,13,52.58015,0.19999996,0,interpersonal,strong
845,75,13,59.099026,0.20000005,0,sql,strong
845,77,8,69.161354,0.20000008,0,nonrelationaldatabases,know
845,98,13,57.925327,0.20000008,0,python,strong
300,4,4,61.232822,0.16666667,0,analytics,experience
300,16,4,67.25057,0.16666667,0,businessintelligence,experience
300,24,2,51.129894,0.16666667,0,communication,excellent
300,75,4,67.55223,0.16666667,0,sql,experience
300,126,4,74.393684,0.16666667,0,tableau,experience
300,128,2,85.83862,0.16666667,0,writing,excellent
1612,5,4,75.02209,0.25,0,dataanalysis,experience
1612,34,8,63.03988,0.25,0,visualization,know
1612,86,13,70.1363,0.25,0,planning,strong
1612,98,9,71.76606,0.25,0,python,proficient
392,5,4,74.40674,0.16666667,1,dataanalysis,experience
392,16,4,63.95348,0.16666667,1,businessintelligence,experience
392,31,9,60.207478,0.16666667,1,databases,proficient
392,42,4,73.04663,0.16666667,1,excel,experience
392,75,8,67.074776,0.16666667,1,sql,know
392,100,13,147.2513,0.16666667,1,quantitativeresearch,strong
1669,5,4,76.11525,0.2,1,dataanalysis,experience
1669,63,13,73.70559,0.2,1,interpersonal,strong
1669,75,13,77.78753,0.2,1,sql,strong
1669,77,8,94.9279,0.2,1,nonrelationaldatabases,know
1669,98,13,85.3546,0.2,1,python,strong
1747,42,12,62.709705,0.33333334,0,excel,specialist
1747,75,8,61.17261,0.33333334,0,sql,know
1747,98,8,60.73325,0.33333334,0,python,know
1591,5,4,74.31033,0.33333334,1,dataanalysis,experience
1591,42,12,67.580986,0.33333334,1,excel,specialist
1591,86,13,70.40571,0.33333334,1,planning,strong
600,12,9,116.68071,0.2,1,aws,proficient
600,13,9,60.548206,0.2,1,azure,proficient
600,97,9,0.0,0.2,1,pyspark,proficient
600,98,9,74.97603,0.2,1,python,proficient
600,111,9,166.95119,0.2,1,scala,proficient
1610,27,4,63.09133,0.33333334,1,criticalthinking,experience
1610,42,12,67.81087,0.33333334,1,excel,specialist
1610,86,13,71.012566,0.33333334,1,planning,strong
361,86,13,64.245094,0.5,0,planning,strong
361,127,2,64.81794,0.5,0,teamwork,excellent
239,16,13,61.631638,0.14285715,1,businessintelligence,strong
239,24,1,58.8139,0.14285715,1,communication,effective
239,30,4,59.41892,0.14285715,1,customerservice,experience
239,31,9,58.646236,0.14285715,1,databases,proficient
239,42,8,71.29669,0.14285715,1,excel,know
239,104,14,139.51622,0.14285715,1,research,understand
239,129,1,129.60469,0.14285715,1,timemanagement,effective
1147,4,13,74.57012,0.33333334,1,analytics,strong
1147,5,4,76.55462,0.33333334,1,dataanalysis,experience
1147,42,12,77.08724,0.33333334,1,excel,specialist
790,32,6,54.938248,0.33333334,0,datamanagement,familiar
790,42,12,74.76548,0.33333334,0,excel,specialist
790,127,2,75.44186,0.33333334,0,teamwork,excellent
1046,16,4,68.25227,0.11111111,0,businessintelligence,experience
1046,24,7,58.04035,0.11111111,0,communication,goodat
1046,74,9,78.33981,0.11111111,0,msoffice,proficient
1046,75,4,65.77915,0.11111111,0,sql,experience
1046,98,4,65.99946,0.11111111,0,python,experience
1046,101,4,32.02678,0.11111111,0,r,experience
1046,108,4,108.034424,0.11111111,0,sas,experience
1046,126,4,127.921265,0.11111111,0,tableau,experience
1046,128,7,111.67806,0.11111111,0,writing,goodat
1813,21,14,64.19357,0.33333334,1,cmg,understand
1813,24,2,80.00088,0.33333334,1,communication,excellent
1813,82,2,111.895584,0.33333334,1,organizational,excellent
1381,5,4,72.480934,0.16666667,0,dataanalysis,experience
1381,16,4,53.4568,0.16666667,0,businessintelligence,experience
1381,31,9,54.228477,0.16666667,0,databases,proficient
1381,75,8,55.244125,0.16666667,0,sql,know
1381,98,9,68.15507,0.16666667,0,python,proficient
1381,100,13,68.09537,0.16666667,0,quantitativeresearch,strong
607,4,2,73.738,0.1,1,analytics,excellent
607,16,4,54.505466,0.1,1,businessintelligence,experience
607,24,13,47.331593,0.1,1,communication,strong
607,31,9,58.280277,0.1,1,databases,proficient
607,42,8,68.38873,0.1,1,excel,know
607,75,9,114.5909,0.1,1,sql,proficient
607,98,9,114.211075,0.1,1,python,proficient
607,101,9,138.84982,0.1,1,r,proficient
607,128,13,143.8403,0.1,1,writing,strong
607,131,8,99.852394,0.1,1,vba,know
799,63,2,56.481705,0.5,0,interpersonal,excellent
799,67,13,73.78928,0.5,0,leadership,strong
1342,67,13,53.390545,0.33333334,0,leadership,strong
1342,98,9,61.436333,0.33333334,0,python,proficient
1342,121,4,69.15892,0.33333334,0,stata,experience
1895,5,4,84.281555,0.33333334,1,dataanalysis,experience
1895,42,4,70.379265,0.33333334,1,excel,experience
1895,42,12,70.379265,0.33333334,1,excel,specialist
545,16,4,65.91091,0.2,0,businessintelligence,experience
545,31,9,58.733673,0.2,0,databases,proficient
545,75,8,65.76131,0.2,0,sql,know
545,90,13,56.914303,0.2,0,problemsolving,strong
545,100,13,76.54599,0.2,0,quantitativeresearch,strong
503,63,13,53.327824,0.2,1,interpersonal,strong
503,75,13,57.958755,0.2,1,sql,strong
503,77,8,75.71278,0.2,1,nonrelationaldatabases,know
503,82,2,72.87377,0.2,1,organizational,excellent
503,98,13,73.64661,0.2,1,python,strong
1282,24,2,57.29482,0.5,1,communication,excellent
1282,82,2,87.32995,0.5,1,organizational,excellent
23,5,4,69.40832,0.5,1,dataanalysis,experience
23,86,13,72.3688,0.5,1,planning,strong
418,5,4,72.65794,0.2,1,dataanalysis,experience
418,63,13,66.40337,0.2,1,interpersonal,strong
418,75,13,71.44685,0.2,1,sql,strong
418,77,8,88.42867,0.2,1,nonrelationaldatabases,know
418,98,13,78.0525,0.2,1,python,strong
106,27,4,68.15246,0.2,0,criticalthinking,experience
106,63,13,62.416225,0.2,0,interpersonal,strong
106,75,13,70.68398,0.2,0,sql,strong
106,77,8,86.69287,0.2,0,nonrelationaldatabases,know
106,98,13,75.256874,0.2,0,python,strong
1517,5,4,72.95428,0.33333334,1,dataanalysis,experience
1517,42,12,66.61666,0.33333334,1,excel,specialist
1517,67,13,78.948166,0.33333334,1,leadership,strong
1979,42,8,84.46708,0.5,0,excel,know
1979,88,13,99.231476,0.5,0,presentation,strong
1256,34,8,40.693584,0.20008476,0,visualization,know
1256,63,13,36.405746,0.19997883,0,interpersonal,strong
1256,75,13,42.941616,0.1999024,0,sql,strong
1256,77,8,54.844147,0.20001596,0,nonrelationaldatabases,know
1256,98,13,47.691704,0.20001803,0,python,strong
1243,5,4,85.56162,0.33333334,0,dataanalysis,experience
1243,5,4,85.56162,0.33333334,0,dataanalysis,experience
1243,42,12,62.35736,0.33333334,0,excel,specialist
1304,16,4,66.13179,0.2,1,businessintelligence,experience
1304,42,8,75.17429,0.2,1,excel,know
1304,75,8,68.91465,0.2,1,sql,know
1304,108,4,62.645508,0.2,1,sas,experience
1304,126,4,72.90457,0.2,1,tableau,experience
71,5,4,84.83876,0.33333334,1,dataanalysis,experience
71,5,4,84.83876,0.33333334,1,dataanalysis,experience
71,98,9,74.08381,0.33333334,1,python,proficient
956,5,9,92.40629,0.112620585,1,dataanalysis,proficient
956,74,14,90.57937,0.112620585,1,msoffice,understand
956,95,4,49.793373,0.112620585,1,projectmanagement,experience
956,104,8,86.63181,0.112620585,1,research,know
956,117,8,0.0,0.16224135,1,spss,know
956,128,13,176.31105,0.112620585,1,writing,strong
956,132,13,102.319046,0.112620585,1,verbalcommunicationskills,strong
956,136,4,36.01727,0.16203511,1,web,experience
485,5,4,60.56265,0.33333334,1,dataanalysis,experience
485,42,12,66.57464,0.33333334,1,excel,specialist
485,121,4,50.869183,0.33333334,1,stata,experience
130,5,4,68.55746,0.5,0,dataanalysis,experience
130,129,1,79.314224,0.5,0,timemanagement,effective
509,5,4,68.08163,0.16666667,0,dataanalysis,experience
509,16,4,64.73498,0.16666667,0,businessintelligence,experience
509,31,9,59.392315,0.16666667,0,databases,proficient
509,67,13,76.66928,0.16666667,0,leadership,strong
509,75,8,65.43088,0.16666667,0,sql,know
509,100,13,77.6822,0.16666667,0,quantitativeresearch,strong
978,16,13,54.148186,0.25,0,businessintelligence,strong
978,30,4,48.48905,0.25,0,customerservice,experience
978,31,9,56.87236,0.25,0,databases,proficient
978,104,14,61.748245,0.25,0,research,understand
1822,5,4,68.48492,0.5,0,dataanalysis,experience
1822,98,9,90.518616,0.5,0,python,proficient
1881,16,4,73.987366,0.16666667,0,businessintelligence,experience
1881,31,9,65.91774,0.16666667,0,databases,proficient
1881,63,13,64.14558,0.16666667,0,interpersonal,strong
1881,74,8,92.83942,0.16666667,0,msoffice,know
1881,75,8,73.3892,0.16666667,0,sql,know
1881,100,13,85.016014,0.16666667,0,quantitativeresearch,strong
2019,63,13,70.30003,0.2,0,interpersonal,strong
2019,75,13,78.715256,0.2,0,sql,strong
2019,77,8,95.78996,0.2,0,nonrelationaldatabases,know
2019,98,13,83.321175,0.2,0,python,strong
2019,101,4,51.31448,0.2,0,r,experience
1590,5,4,82.14026,0.16666667,1,dataanalysis,experience
1590,16,4,56.377434,0.16666667,1,businessintelligence,experience
1590,31,9,53.600304,0.16666667,1,databases,proficient
1590,75,8,60.443752,0.16666667,1,sql,know
1590,92,14,45.371067,0.16666667,1,production,understand
1590,100,13,146.57556,0.16666667,1,quantitativeresearch,strong
268,24,2,54.36923,0.2,1,communication,excellent
268,74,4,87.92418,0.2,1,msoffice,experience
268,90,13,60.642338,0.2,1,problemsolving,strong
268,92,4,46.923748,0.2,1,production,experience
268,128,2,87.58196,0.2,1,writing,excellent
176,42,4,74.91462,0.25,1,excel,experience
176,86,13,76.363976,0.25,1,planning,strong
176,103,14,76.51058,0.25,1,reimbursementaccessenvironment,understand
176,126,4,75.0322,0.25,1,tableau,experience
1852,101,4,51.19352,0.5,0,r,experience
1852,129,1,81.0487,0.5,0,timemanagement,effective
1969,42,4,78.707695,0.25,0,excel,experience
1969,59,14,76.38635,0.25,0,informationsecurity,understand
1969,86,13,79.49395,0.25,0,planning,strong
1969,126,4,77.15775,0.25,0,tableau,experience
640,42,11,44.446774,0.25,0,excel,skill
640,88,11,56.491703,0.25,0,presentation,skill
640,88,11,56.491703,0.25,0,presentation,skill
640,128,11,52.675198,0.25,0,writing,skill
16,16,13,65.20386,0.25,0,businessintelligence,strong
16,30,4,55.846626,0.25,0,customerservice,experience
16,31,9,59.414204,0.25,0,databases,proficient
16,104,14,73.87381,0.25,0,research,understand
21,5,4,69.40832,0.16666667,1,dataanalysis,experience
21,63,13,61.034378,0.16666667,1,interpersonal,strong
