skill_id,skill,w2v_0,w2v_1,w2v_2,w2v_3,w2v_4,w2v_5,w2v_6,w2v_7,w2v_8,w2v_9,w2v_10,w2v_11,w2v_12,w2v_13,w2v_14,w2v_15,w2v_16,w2v_17,w2v_18,w2v_19,w2v_20,w2v_21,w2v_22,w2v_23,w2v_24
0,access,0.512719988822937,1.2134000062942505,-0.7682700157165527,-0.3133299946784973,0.9544600248336792,-1.083400011062622,0.2719700038433075,-0.8773300051689148,0.7895299792289734,0.24076999723911285,0.3720400035381317,-0.030538000166416168,-3.4647998809814453,0.23701000213623047,0.08499699831008911,0.24646000564098358,0.4134899973869324,0.3280400037765503,0.7523800134658813,-0.606689989566803,-0.9406999945640564,-1.7280000448226929,0.07057899981737137,-0.4504300057888031,-0.8101999759674072
1,agile,-0.35945001244544983,0.37661999464035034,-1.6358000040054321,-0.44762998819351196,0.9836999773979187,0.15031999349594116,-0.0644489973783493,-1.2854000329971313,1.3387999534606934,-0.5314199924468994,-0.7033699750900269,0.050668999552726746,-1.6274000406265259,-0.3313100039958954,0.638670027256012,-0.16270999610424042,0.032513998448848724,0.6993499994277954,0.9190599918365479,0.3542099893093109,-0.49533000588417053,-0.5895100235939026,-0.7817800045013428,-0.6147500276565552,-0.011734000407159328
2,alteryx,0.683909997344017,0.5144300013780594,-0.743910014629364,-0.6529249846935272,1.2958499789237976,-0.49357999861240387,0.10277099907398224,-0.28529250621795654,1.658899962902069,0.04086499661207199,0.3800700083374977,-0.262889988720417,-3.295699954032898,0.2177845062687993,0.7716999799013138,0.057999998331069946,-0.192284993827343,0.6465599983930588,0.04788949806243181,-0.5852590091526508,-0.5252704853191972,-1.2143999934196472,-0.9828150272369385,-0.05828999727964401,-1.0497549772262573
3,amazon,0.2302899956703186,-0.26416999101638794,-0.19668999314308167,-1.2000999450683594,0.8454499840736389,-0.49428001046180725,0.4650300145149231,-0.07923299819231033,0.46323999762535095,-0.7084900140762329,0.9190099835395813,0.6545500159263611,-2.7300000190734863,-0.7484700083732605,-0.8537799715995789,-0.5771099925041199,0.14429999887943268,0.3337799906730652,0.06233900040388107,0.7792800068855286,-0.7737200260162354,-2.8468000888824463,0.22277000546455383,-0.39313000440597534,-0.044043999165296555
4,analytics,0.5085499882698059,0.48805999755859375,-1.0649000406265259,-0.4434800148010254,1.7285000085830688,-0.10525000095367432,-0.5335299968719482,-0.9853799939155579,1.8669999837875366,-0.8568300008773804,0.2207999974489212,0.17148999869823456,-2.552299976348877,-0.5714499950408936,0.5610399842262268,-0.037682000547647476,-0.10997000336647034,0.67180997133255,0.9165400266647339,0.08917299658060074,-0.0850830003619194,-2.037100076675415,-0.9490900039672852,-0.3646700084209442,-1.2547999620437622
5,dataanalysis,0.9525649845600128,0.15224499627947807,-0.7925599813461304,-0.6163599789142609,1.3213499784469604,-0.3233250081539154,0.5203859880566597,-0.6887025237083435,1.6992999911308289,-0.39992497861385345,0.5536099970340729,0.09260499477386475,-2.6917999982833862,0.5207050144672394,0.8192500025033951,-0.640209972858429,-0.2113099992275238,0.7563450038433075,0.10236449632793665,-0.6460050046443939,-0.7071799784898758,-1.123799979686737,-0.43727999925613403,0.22907999902963638,-1.3816499710083008
6,javascript,0.6276999711990356,0.31762000918388367,-0.7462700009346008,0.16143999993801117,1.0827000141143799,-0.4243299961090088,0.07569699734449387,-0.9843299984931946,1.8884999752044678,-0.17855000495910645,-0.1543000042438507,0.2651900053024292,-1.7862000465393066,-1.062600016593933,0.5149499773979187,0.12961000204086304,0.3748300075531006,1.020400047302246,1.3212000131607056,0.9461299777030945,-0.4315600097179413,-1.6291999816894531,-0.6957399845123291,-0.1859699934720993,-0.11917000263929367
7,architecture,-0.8962100148200989,-1.0202000141143799,-0.16676999628543854,-0.9722499847412109,1.0081000328063965,-0.34540000557899475,0.3664399981498718,-1.0693999528884888,1.4478000402450562,-0.6451200246810913,-0.26017001271247864,0.051208000630140305,-2.30679988861084,0.3142800033092499,0.31518998742103577,-0.16258999705314636,0.25466999411582947,0.8494899868965149,0.6332499980926514,0.7433800101280212,-0.53329998254776,-1.2661999464035034,-1.7230000495910645,-0.7853900194168091,0.08457499742507935
8,artificialintelligence,-0.02635502815246582,-0.7909550070762634,-1.1165149807929993,0.7439900040626526,1.0322149693965912,0.2111850082874298,0.19660299643874168,-1.095170021057129,0.8036850392818451,-0.07497500022873282,0.24867800623178482,-0.46253499388694763,-2.613450050354004,0.42914299108088017,0.1486150026321411,0.1833849996328354,0.21938450168818235,1.2009999752044678,1.4522600173950195,0.20156049262732267,-0.031035006046295166,0.280194990336895,-0.13033001124858856,-0.34690550342202187,-0.60926602804102
9,asp.net,-1.143399953842163,0.035725999623537064,-1.867300033569336,-1.7134000062942505,1.0418000221252441,-0.3240399956703186,-1.2803000211715698,-0.9186199903488159,1.375100016593933,-0.3223699927330017,-1.062600016593933,0.8392999768257141,-0.06838399916887283,-1.4838999509811401,0.5522800087928772,0.09608899801969528,-1.5442999601364136,1.2578999996185303,1.2914999723434448,0.8982599973678589,-0.5808200240135193,-0.1576399952173233,0.6076499819755554,-0.34595999121665955,0.08864499628543854
10,attention,0.14168000221252441,0.5924999713897705,-1.4448000192642212,0.8006200194358826,0.46077001094818115,0.2701700031757355,1.1223000288009644,-0.9387199878692627,-0.73021000623703,0.07976700365543365,-0.7675999999046326,0.09021999686956406,-3.6240999698638916,0.09615100175142288,-0.19431999325752258,1.0236999988555908,-0.2545900046825409,-0.919950008392334,-0.7440299987792969,-0.24375000596046448,0.8999699950218201,-0.36768999695777893,-0.03347500041127205,-0.5911499857902527,-1.1301000118255615
11,audit,0.43522000312805176,1.3453999757766724,-0.6677500009536743,-0.44859999418258667,0.5936300158500671,-0.5753099918365479,-0.5340800285339355,-0.6565799713134766,2.066999912261963,0.26260998845100403,0.4150699973106384,0.24059000611305237,-1.753999948501587,0.3953399956226349,1.3696000576019287,-0.7260199785232544,0.23492999374866486,0.10107000172138214,-0.2538599967956543,-0.7770199775695801,-0.3945100009441376,-0.42820000648498535,-1.2520999908447266,-0.39524999260902405,-0.9630500078201294
12,aws,-0.006984000094234943,0.8871899843215942,-0.6832299828529358,-0.44223999977111816,0.10441000014543533,-0.7873600125312805,-0.3573800027370453,0.24552999436855316,1.1748000383377075,0.23543000221252441,-0.31490999460220337,0.1947699934244156,-1.0362000465393066,-0.057868000119924545,0.6687300205230713,-0.14900000393390656,0.5590800046920776,0.5546900033950806,0.4813399910926819,0.9880499839782715,0.11821000277996063,-0.4864700138568878,0.22081999480724335,1.24590003490448,-0.7086799740791321
13,azure,-0.11159999668598175,0.2437400072813034,-0.282260000705719,-0.30566999316215515,0.26232001185417175,-0.6791200041770935,-0.41019999980926514,-1.1556999683380127,1.6653000116348267,-0.3993400037288666,0.08135999739170074,0.3311299979686737,-1.631100058555603,-0.7025399804115295,0.4660100042819977,-0.41729000210762024,0.6048499941825867,1.1452000141143799,1.0967999696731567,0.5777699947357178,-0.6303399801254272,-1.666100025177002,0.23446999490261078,-0.3861899971961975,-0.4129300117492676
14,banking,0.265720009803772,1.211899995803833,-1.2110999822616577,-0.8544600009918213,1.0233999490737915,-0.6998100280761719,-0.24386000633239746,-1.3595000505447388,1.8639999628067017,0.6065999865531921,0.35659998655319214,-0.1649799942970276,-2.5546998977661133,0.19210000336170197,1.1424000263214111,-0.7043499946594238,0.09130000323057175,0.19346000254154205,0.6461399793624878,-0.22874000668525696,-0.08873999863862991,-0.6110600233078003,-0.5648599863052368,-0.7854800224304199,-0.7845399975776672
15,budgetary,0.21401000022888184,0.977620005607605,-0.1691100001335144,0.7165399789810181,0.05800899863243103,-0.6035599708557129,0.07153800129890442,-1.9493000507354736,0.2188500016927719,-1.0128999948501587,0.3020699918270111,-0.5898200273513794,-0.21080000698566437,0.9901300072669983,0.6039999723434448,0.5517799854278564,-0.028620999306440353,0.4168899953365326,1.1902999877929688,0.5920299887657166,-1.0075000524520874,0.8015099763870239,-0.5112699866294861,-0.513759970664978,-1.6474000215530396
16,businessintelligence,-0.1391499936580658,0.04943900182843208,-2.2813000679016113,-0.9378799796104431,1.4944000244140625,-0.969760000705719,-0.9793199896812439,-1.554900050163269,0.6418300271034241,-0.853950023651123,-1.4301999807357788,-0.11251000314950943,0.0604499988257885,0.19191999733448029,-0.5219299793243408,0.0006446400075219572,1.7670999765396118,0.1327899992465973,1.1075999736785889,0.930869996547699,0.916379988193512,-0.040072001516819,-0.6789199709892273,-2.0429000854492188,-0.49599000811576843
17,business,0.07750699669122696,0.8051300048828125,-1.1953999996185303,-0.7815399765968323,1.3876999616622925,-0.018525000661611557,0.4920800030231476,-0.9817900061607361,1.027400016784668,-0.0631909966468811,-0.44426000118255615,0.05597899854183197,-4.693900108337402,0.03415900096297264,0.5545099973678589,-0.48754000663757324,0.28644001483917236,-0.05967500060796738,0.11087000370025635,0.0004724099999293685,0.06716500222682953,-1.489300012588501,-0.8679900169372559,-0.43494001030921936,-0.4583199918270111
18,c#,0.1316400021314621,0.5375900268554688,-0.9263899922370911,-1.2635999917984009,0.5012400150299072,-1.2152999639511108,-0.7501599788665771,-1.820099949836731,0.3479500114917755,-0.9618800282478333,-0.7213799953460693,0.07564099878072739,0.15973000228405,-0.28220000863075256,0.2814500033855438,-0.08660200238227844,0.018224000930786133,0.5911499857902527,0.6319299936294556,1.5390000343322754,-0.5167800188064575,-0.03830400109291077,-0.7397400140762329,-0.7479000091552734,-0.2590799927711487
19,chatbot,0.6441749930381775,0.23084499686956406,-0.0416799932718277,-0.0699945017695427,0.48302648961544037,-0.4361100047826767,0.4744950011372566,1.1787999868392944,0.5149050056934357,-0.09825500100851059,-0.5004699975252151,0.2718150019645691,-2.188949942588806,-0.9169149994850159,-0.38240499794483185,0.2888350188732147,-0.2625260055065155,-0.5378099828958511,-0.6212255032733083,0.27801501750946045,-0.0005350001156330109,-1.151654988527298,-0.22164549864828587,0.48800501227378845,-0.24290000088512897
20,cloud,-0.3869599997997284,-0.221110001206398,-0.5069599747657776,-0.060033999383449554,0.8260999917984009,0.06609400361776352,0.4145199954509735,-0.5199800133705139,1.3930000066757202,-0.21076999604701996,0.12804999947547913,0.429749995470047,-3.3759000301361084,-0.19440999627113342,0.3956100046634674,0.08273400366306305,0.09127599745988846,0.9141700267791748,0.6690899729728699,0.36083000898361206,-0.6398299932479858,-1.7958999872207642,0.2994999885559082,-0.3086000084877014,-0.13714000582695007
21,cmg,1.297700047492981,-0.7584199905395508,0.6769999861717224,-0.1802300065755844,-0.611270010471344,-0.0264040008187294,-0.9307000041007996,0.03658999875187874,1.0220999717712402,-0.5792400240898132,-2.03629994392395,-2.2857000827789307,-1.5993000268936157,-2.111299991607666,1.0683000087738037,-0.5962399840354919,-2.161799907684326,-0.24076999723911285,-1.0550999641418457,-0.7655799984931946,-0.19062000513076782,-0.5883399844169617,-0.14681999385356903,1.5479999780654907,-0.602429986000061
22,cognos,0.0235849991440773,0.18922999501228333,-0.9676600098609924,-2.062700033187866,0.7387800216674805,0.010119999758899212,-2.0999999046325684,-1.1136000156402588,2.43149995803833,-0.7383599877357483,-0.26782000064849854,0.5401600003242493,-1.2803000211715698,-1.313099980354309,0.0004331599920988083,-1.0336999893188477,1.0318000316619873,0.8956300020217896,0.5544099807739258,1.0398999452590942,0.4282299876213074,-0.1327199935913086,-0.5138400197029114,-0.42333999276161194,-1.520900011062622
